1938,-2.15113507220501,-39.3433935076155,-15.5485321963368,-36.6994178941933,38.4053329356192,5.53350842219458,-29.8443186088333,148.723665098641,-198.60565265466,-20.6876760453998,-4483.86605868161,9258.21987837581,-2387.97895420874,2098.71100016682
3776,-14.3392194849866,-45.0310263839031,-53.1624213633634,-34.7199888618568,65.9632357273231,-36.8499072535413,-55.4990782932892,50.2313044987471,24.2575261096473,-17.8182160980429,-5556.31544849111,2838.1418519728,-3954.20288358262,2211.64914068336
3793,-61.4306692782737,-75.8416072005868,-58.3183205925395,-15.3934076886848,13.7438969287125,24.2711485574517,-42.0390354530274,-21.2308460180835,-19.6912304812529,-14.4934378270101,312.853434251658,-1405.28880930563,2818.05008068077,2524.93824966576
3849,-53.1550026469578,-28.5178245495351,-72.959146448663,-64.4236554223827,-26.8607913339981,9.39549052771778,27.6905393420333,26.1872645164437,-22.5685460115952,-1002.46250353143,-1509.52144536427,2816.86124062716,2173.08472270279,NaN
3871,-11.3450944735536,-18.3890006893729,7.17495002758511,0.98230177843661,66.4021023996323,10.7894209257385,80.1622345283028,127.350628665915,-36.4472852425557,13.1691630532132,-733.204750844924,-849.613549020547,4034.76594563654,2061.29123020035
3886,15.0391510225292,-14.1044999756655,-11.0254106405344,-13.4413125768531,-15.8410258708501,2.3683505643928,22.4353718287502,120.552305603797,-118.273399377514,-2.37425020527518,4054.54303274795,979.236326973917,-4585.23781696301,1953.47646961234
3928,-146.588545554265,-70.9158833524577,-83.4104035759453,-105.008218182217,-27.5465981393735,20.2069334691522,-40.84554226816,16.0373846813622,-23.679331541234,-30.6756476451197,11.4980900001537,664.940980400485,-109.675003770626,1316.45649285511
3939,-23.578417153413,-30.4912345554816,-18.3696373754683,-34.9117868400244,47.1602402868021,37.6734427193773,-72.6781243320643,55.4059438585478,-16.6958222656597,-34.6526555894698,-1746.60326090863,1640.02371135014,-7006.9732103329,2154.88636883555
3963,-14.8065464147019,-25.9240470871499,-12.5357255234056,-7.49140606128671,64.6657848182181,-1.98607772944565,128.210279303116,-27.3404972130875,-11.0060157762054,-329.459881593498,7252.48679560894,-2800.35799045601,2221.31288134326,NaN
3993,-35.1829682982578,-26.3897187562495,-51.0228984202391,-58.8567636219299,2.57704229251643,5.6299246311724,-6.97066405133518,88.5687283907132,-63.9457399296443,-91.0711355287107,-4096.82995575183,-7458.0422614236,-8038.09826410984,2022.71234322091
4014,32.7567430667633,32.1717130613556,7.70178356203707,61.9429818819772,99.9762779743178,-34.8061892087324,-3.98349993067819,-9.45289119742351,-91.8445686874021,-15.9396139238954,1910.83567563313,5823.13910542595,-5163.83972662693,2109.56951764836
4043,-7.28028214097646,9.2455856373821,-44.5502062734463,-55.4137433549346,41.38651240477,-11.8576189755059,36.9193018809601,111.169452519383,-9.12151179933265,-48.935513932826,-2277.72411518797,-4147.68227845185,-4968.81742489453,2335.87475781916
4048,-71.5415313779434,-93.6381089767935,-26.5495440042443,-38.558246683753,23.4698463957444,6.14239392165852,-22.878301282008,73.7692546744833,-59.0806998229708,3.48112721949063,6.4714659490653,-3018.16921677362,649.610418698198,2146.42500455575
4065,-87.3386452850732,-90.3019276777243,-29.8253653211713,-46.6160391003978,13.6174126023998,20.4515723935859,34.8623170828707,-56.6258238380524,-65.4112284319432,-4940.6912373253,3716.09896783728,-3293.56551580491,2136.84589536978,NaN
4077,54.3378053488951,32.389319052211,37.9357629134253,29.1229160198002,126.374404068331,-24.1648055319732,39.6012010518806,10.4830166266995,35.5586884612287,1638.0837055753,-570.136500715838,-1931.64747649243,2246.98854659046,NaN
