,subject_id,contrast1,contrast2,contrast3,contrast4
0,CISC18258,1.91666558291998,-0.30318280728109,-3.55265285848696,-0.139545791612345
1,CISC19996,-6.2788126410472,1.37814345966696,1.00621862950144,0.180741443987188
2,CISC21552,-3.90241673275665,1.05274234386804,-2.53753729751013,-4.89691202735451
3,CISC21622,-0.720733365384908,-5.64604157253445,-5.22946654907826,-4.73328419893159
4,CISC21626,-11.3647356965083,-22.02323558535,-7.17387129011419,8.28420170803149
5,CISC21712,-5.39706960187928,-2.9674070855341,-5.19541580962495,-5.13976160605626
6,CISC25208,-6.59981469663528,-4.93968948033422,-6.7945042165813,-8.99646071915946
7,CISC25739,-4.20754516965807,-7.53180661954071,-4.53784416507399,-6.1756330131465
8,CISC25741,-17.5824216680524,-16.2192347053133,-21.5382797427165,-15.6217485335344
9,CISC25742,-1.26819309620221,-3.83192476354002,-2.51480058311976,7.21236389339072
10,CISC25774,-5.82122449481285,-0.259722481782117,-4.45263923496028,-4.38421934042678
11,CISC25776,-4.83693284634457,-6.06152519363018,-5.41298649771756,-6.39167370871863
12,CISC25798,-6.56274832031533,-6.91795356250538,-6.9877912671463,-4.79003473774
13,CISC25799,-2.39292488250042,-2.49670007594506,-7.29369445932721,-3.46881150686179
14,CISC25800,-4.14024955050523,-12.9650031868459,-7.94070250645071,-1.64651982565731
15,CISC25801,-5.3112625385264,-3.97110711465006,-5.14408091173861,-4.86013290063423
16,CISC26019,-24.7910932174177,-39.8599659563007,-41.5445598721004,-8.16185946985648
17,CISC26062,-6.70150820101579,-5.65771631032757,-3.47985519587812,-8.21445877859972
18,CISC26067,-0.373518383458542,-2.19027313712354,1.8892721052317,3.19603788266682
19,CISC26068,-70.4108888472757,-60.2265686023925,-62.6079588792311,-60.8176731600727
20,CISC26070,-2.94851495789755,1.24487455281645,-0.491887497426755,1.41105941690483
21,CISC26088,12.5600064098607,-24.499076020579,-11.0317532509248,-25.1404296654828
22,CISC26089,-186.809731004271,-282.641830125913,-302.880343355116,-273.76069488167
23,CISC26090,27.7361948451544,36.7321285688826,17.4127621391333,40.534040260761
24,CISC26091,-10.4738304477222,-15.5323958205424,-29.782672449206,-27.0761297644356
25,CISC26092,-9.000207965398,-10.4242296683365,-13.978203244256,-15.840193436163
26,CISC26171,-28.7573051439745,-40.6682668197764,-20.2372717232907,-25.1553488875163
27,CISC26172,-3.11347464359933,-5.36395662869217,-6.9765524981739,-6.4554527077641
28,CISC26255,-5.25282115841563,-2.19484851310974,-5.2500553598339,-2.75903111540337
29,CISC27661,-5.79175188153342,-5.91581743841152,-5.94599600010489,-4.63939802362241
30,CISC28287,-1.99745507682206,-14.5647540613704,3.50510068091321,7.49316086083335
31,CISC28289,-6.70879463634273,-5.81703250985789,-7.02847462768012,-7.60832291417613
32,CISC28318,6.57521837728908,-8.9700234965213,-7.02529579802714,-7.81968683776553
33,CISC28335,-5.70264002953746,-12.9282362789395,-8.59111214594884,-6.55448723466882
34,CISC28404,-5.91586524788222,-4.20882382727319,-3.37926838698618,-4.4868598408281
35,CISC28436,-7.43989878280771,-19.1432295329898,1.55213713971194,-17.2847613557034
36,CISC28475,-6.9188141011575,-3.08598370491132,-4.02765432234484,0.282624968912084
37,CISC28485,-7.31319008058883,-3.28330773968808,-6.13303085583956,-4.19364236144409
38,CISC28545,-29.4024378820677,-15.1193793713802,5.99960264361278,-23.1128137236264
39,CISC28546,23.5105737179027,19.5092490063606,-2.27058744451513,-3.29219120496781
40,CISC28675,9.82222152309555,9.56131547358797,4.57118487098816,3.53859036918193
41,CISC28962,-2.07608331760752,-3.80089471708653,-3.26100578316524,-13.668195765103
42,CISC29131,-1.99921537387283,-2.66900850960289,-7.14739475687803,-2.86785924117607
43,CISC29132,4.44159465768704,3.30208980861297,0.216261681648438,2.65482038239924
44,CISC29287,-5.2345870173134,17.606151644834,1.81772284094401,-10.8091440697394
45,CISC29299,-25.745301224038,-18.0574529486996,-14.7771764295625,-19.8441766349078
46,CISC29313,-5.15645164614664,-3.92200214612329,-6.29392679609227,-5.82253213581533
47,CISC29349,59.0783062378583,44.4700361940539,34.4342535434472,64.4031602770847
48,CISC29362,-118.132505245984,-250.788048334379,-55.9312879659792,-46.4538173464756
49,CISC29363,-46.237377413769,-8.55651088822278,-24.0709875110602,-4.99091682849347
50,CISC29616,0.524489872653872,2.15835047627702,-1.0688927762178,-1.19837895075136
51,CISC29894,-8.1876849984018,4.52306250642245,5.22575169848987,-6.83133637714797
52,CISC30098,-24.370996440396,-27.9846252880797,-20.7950779308153,-30.8090416135107
53,CISC30352,-2.09859767315037,-1.61838658429602,-3.17016559912594,-0.751317121450237
54,CISC30353,-5.69668956546538,-6.01726759448944,-8.43020594793125,-4.48332086863002
55,CISC30498,-0.86419958413713,-3.3217941151363,-0.750894935012832,-1.46394100134444
56,CISC30515,-5.54377259190707,-10.5699031985715,-11.601910150058,-7.9853229701154
57,CISC30516,-37.3468394333031,-47.0104438327401,-47.6060936926392,-56.6113770935271
58,CISC30570,7.19469764748395,-22.1048075725167,-71.299099271147,27.2130309182503
59,CISC30689,-5.38160502082844,-10.0994968109933,-8.30427728667126,-9.296101283081
60,CISC30695,-4.60668653249305,-3.26494061131491,-4.56505052202174,-1.0143125158316
61,CISC30804,-10.4791140209984,-7.40147854286497,-5.82103919241199,-10.7813234980386
62,CISC30875,-7.43734369295752,-9.84779098338599,-9.07303116102321,-4.99169141889426
